#,NAME,REGION,PROVINCE,YEAR,TYPE,DURATION,WIND,INTENSITY,SIGNAL, POP,DEN,AI,PR,DR,SR,FLR,HP,HS, HMA, HMB, HMC, HMD,CASULATIES,DAMAGED HOUSES,DAMAGED PROPERTIES
89,Florita,I,Pangasinan,2006,4,5,120,982.8,1,2614120,480,142358,29,68,103,90,123,978,107522,359753,51613,11848,0,0,3
1072,Pablo,VII,Bohol,2012,4,8,185,943,3,1278182,268,209000,37,68,101,87,105,1764,74531,130181,38919,3226,0,0,3
1073,Pablo,VII,Cebu,2012,4,8,185,943,3,4347454,814,209000,23,63,101,87,105,1764,297843,456838,75297,9662,0,0,3
1075,Pablo,VII,Siquijor,2012,4,8,185,943,3,93002,276,209000,33,60,100,87,105,1764,7275,9736,2799,299,0,0,3
316,Mina,I,Ilocos Norte,2007,4,8,175,992.7,3,547284,160,155630,17,60,102,91,118,1016,11958,97074,5049,1271,0,0,3
317,Mina,I,Ilocos Sur,2007,4,8,175,992.7,3,633138,244,155630,20,63,102,91,118,1016,20737,105050,4547,870,0,0,3
318,Mina,I,La Union,2007,4,8,175,992.7,2,720972,481,155630,27,61,102,91,118,1016,33830,112688,3171,777,0,0,3
319,Mina,I,Pangasinan,2007,4,8,175,992.7,1,2645395,484,155630,26,68,103,91,118,1016,107895,374688,49442,11772,0,0,3
677,Santi,V,Albay,2009,4,5,150,961.9,0,1217820,473,152000,37,72,103,81,114,1103,27336,145075,56331,18216,0,0,3
679,Santi,V,Camarines Norte,2009,4,5,150,961.9,3,533026,234,152000,42,74,105,81,114,1103,11233,53956,37816,9273,0,0,3
678,Santi,V,Camarines Sur,2009,4,5,150,961.9,3,1778472,323,152000,48,76,104,81,114,1103,54677,173772,105342,16905,0,0,3
680,Santi,V,Catanduanes,2009,4,5,150,961.9,3,241700,162,152000,29,80,105,81,114,1103,9744,25447,10947,1791,0,0,3
24,Labuyo,V,Albay,2005,4,5,95,998.9,1,1158841,450,119539,36,78,104,80,124,1096,24996,119425,59344,19615,0,0,3
22,Labuyo,V,Camarines Sur,2005,4,5,95,998.9,1,1651890,300,119539,48,81,105,80,124,1096,52765,142982,103927,16063,0,0,3
23,Labuyo,V,Masbate,2005,4,5,95,998.9,1,750911,181,119539,53,99,105,80,124,1096,21503,33934,85187,7610,0,0,3
693,Basyang,V,Camarines Norte,2010,4,4,120,995.9,3,542915,238,155263,37,71,105,83,109,1134,11128,56639,38001,9802,0,0,3
694,Basyang,V,Camarines Sur,2010,4,4,120,995.9,2,1822371,331,155263,46,74,104,83,109,1134,53886,181611,107249,17980,0,0,3
695,Basyang,V,Catanduanes,2010,4,4,120,995.9,2,246300,165,155263,31,77,105,83,109,1134,9307,26602,11292,1897,0,0,3
133,Milenyo,III,Aurora,2006,4,5,130,963.9,2,185734,59,197640,31,77,107,90,201,1866,11034,19976,7627,612,0,0,3
132,Milenyo,III,Bataan,2006,4,5,130,963.9,3,646104,471,197640,1,59,102,90,201,1866,11895,107030,9107,3862,0,0,3
134,Milenyo,III,Bulacan,2006,4,5,130,963.9,3,2729554,981,197640,7,61,101,90,201,1866,55401,480989,12471,9622,0,0,3
138,Milenyo,III,Nueva Ecija,2006,4,5,130,963.9,2,1816373,319,197640,27,63,103,90,201,1866,60427,280239,37493,9905,0,0,3
136,Milenyo,III,Pampanga,2006,4,5,130,963.9,1,2176175,1054,197640,3,61,103,90,201,1866,35472,368864,12695,10905,0,0,3
137,Milenyo,III,Tarlac,2006,4,5,130,963.9,1,1216849,399,197640,18,65,104,90,201,1866,30611,190834,20346,4869,0,0,3
135,Milenyo,III,Zambales,2006,4,5,130,963.9,3,706341,185,197640,24,64,104,90,201,1866,16458,120534,13883,2102,0,0,3
178,Paeng,CAR,Apayao,2006,4,5,195,981.7,3,102678,23,192126,26,69,108,88,57,564,8327,9229,2495,258,0,0,3
179,Paeng,CAR,Benguet,2006,4,5,195,981.7,3,660485,234,192126,26,55,97,88,57,564,15271,180703,1712,1789,0,0,3
180,Paeng,CAR,Ifugao,2006,4,5,195,981.7,3,177940,68,192126,26,69,108,88,57,564,15833,14433,4455,196,0,0,3
177,Paeng,CAR,Kalinga,2006,4,5,195,981.7,3,181116,55,192126,26,74,105,88,57,564,13749,16054,3622,330,0,0,3
10,Labuyo,CAR,Abra,2005,4,5,95,998.9,2,224606,53,177694,26,69,105,87,57,549,13581,27483,1978,239,0,0,3
9,Labuyo,CAR,Apayao,2005,4,5,95,998.9,2,101732,23,177694,26,70,107,87,57,549,8100,8661,2709,288,0,0,3
11,Labuyo,CAR,Benguet,2005,4,5,95,998.9,1,646800,229,177694,26,57,98,87,57,549,14496,163349,1867,1672,0,0,3
13,Labuyo,CAR,Ifugao,2005,4,5,95,998.9,1,175110,67,177694,26,69,107,87,57,549,15213,13554,4945,225,0,0,3
12,Labuyo,CAR,Kalinga,2005,4,5,95,998.9,2,179914,55,177694,26,74,105,87,57,549,13423,15228,3925,368,0,0,3
14,Labuyo,CAR,Mt. Province,2005,4,5,95,998.9,1,146321,61,177694,26,78,106,87,57,549,7066,20286,1299,263,0,0,3
172,Paeng,III,Aurora,2006,4,5,195,981.7,4,185734,59,197640,31,77,107,90,201,1866,11034,19976,7627,612,0,0,3
173,Paeng,III,Nueva Ecija,2006,4,5,195,981.7,2,1816373,319,197640,27,63,103,90,201,1866,60427,280239,37493,9905,0,0,3
175,Paeng,III,Pampanga,2006,4,5,195,981.7,2,2176175,1054,197640,3,61,103,90,201,1866,35472,368864,12695,10905,0,0,3
174,Paeng,III,Zambales,2006,4,5,195,981.7,3,706341,185,197640,24,64,104,90,201,1866,16458,120534,13883,2102,0,0,3
1452,Ruby,IV-A,Batangas,2014,4,8,215,927,3,2627735,844,270555,18,55,99,95,211,2011,57159,399938,17132,4343,0,0,3
1453,Ruby,IV-A,Cavite,2014,4,8,215,927,3,3552458,2328,270555,3,50,100,95,211,2011,68042,558481,15687,4271,0,0,3
1454,Ruby,IV-A,Laguna,2014,4,8,215,927,3,2958241,1534,270555,7,50,100,95,211,2011,74153,481146,8279,3472,0,0,3
1455,Ruby,IV-A,Quezon,2014,4,8,215,927,3,2094947,237,270555,28,63,98,95,211,2011,120750,269641,86182,31473,0,0,3
1456,Ruby,IV-A,Rizal,2014,4,8,215,927,3,2799518,2367,270555,7,53,100,95,211,2011,76796,410575,14884,4250,0,0,3
245,Egay,CAR,Benguet,2007,4,6,215,994.1,2,674459,239,200696,26,53,96,88,56,580,16088,199901,1570,1915,0,0,3
246,Egay,CAR,Mt. Province,2007,4,6,215,994.1,2,148661,53,200696,26,77,106,88,56,580,7498,21622,1064,114,0,0,3
628,Ondoy,CAR,Abra,2009,2,4,110,989.5,0,233466,56,219000,25,64,104,90,51,612,13528,31480,1749,152,0,0,3
626,Ondoy,CAR,Apayao,2009,2,4,110,989.5,0,109551,24,219000,25,65,107,90,51,612,8808,10608,2622,198,0,0,3
627,Ondoy,CAR,Benguet,2009,2,4,110,989.5,0,706196,250,219000,25,51,99,90,51,612,11748,168316,1376,688,0,0,3
629,Ondoy,CAR,Ifugao,2009,2,4,110,989.5,1,187594,72,219000,25,65,107,90,51,612,16322,17559,4125,133,0,0,3
630,Ondoy,CAR,Kalinga,2009,2,4,110,989.5,1,194967,59,219000,25,68,106,90,51,612,13133,19891,3671,239,0,0,3
631,Ondoy,CAR,Mt. Province,2009,2,4,110,989.5,1,152323,64,219000,25,69,106,90,51,612,7380,23491,1102,63,0,0,3
292,Kabayan,CAR,Apayao,2007,4,5,120,996.8,2,103633,23,200696,26,69,108,88,56,580,8560,9834,2298,231,0,0,3
296,Kabayan,CAR,Benguet,2007,4,5,120,996.8,3,674459,239,200696,26,53,96,88,56,580,16088,199901,1570,1915,0,0,3
295,Kabayan,CAR,Ifugao,2007,4,5,120,996.8,3,180815,69,200696,26,68,108,88,56,580,16478,15369,4014,171,0,0,3
293,Kabayan,CAR,Kalinga,2007,4,5,120,996.8,3,182326,56,200696,26,73,105,88,56,580,14083,16925,3342,295,0,0,3
294,Kabayan,CAR,Mt. Province,2007,4,5,120,996.8,3,148661,53,200696,26,77,106,88,56,580,7498,21622,1064,114,0,0,3
1492,Seniang,VI,Antique,2014,2,4,65,997,2,574631,210,185161,36,65,97,84,61,1942,29329,43956,33861,3145,0,0,3
1493,Seniang,VI,Capiz,2014,2,4,65,997,2,752855,290,185161,28,58,98,84,61,1942,54359,60988,32952,2100,0,0,3
1495,Seniang,VI,Iloilo,2014,2,4,65,997,2,2352741,464,185161,26,60,98,84,61,1942,168836,205423,64942,4192,0,0,3
1494,Seniang,VI,Negros Occidental,2014,2,4,65,997,2,3028264,378,185161,32,62,97,84,61,1942,189971,274975,122803,8916,0,0,3
1036,Ofel,IV-B,Marinduque,2012,1,4,85,991,2,230482,242,179000,33,71,101,86,67,795,11854,29717,7822,705,0,0,3
1038,Ofel,IV-B,Occidental Mindoro,2012,1,4,85,991,2,466446,80,179000,38,71,101,86,67,795,12839,44054,32383,3549,0,0,3
1037,Ofel,IV-B,Oriental Mindoro,2012,1,4,85,991,2,808483,191,179000,29,67,101,86,67,795,24578,86762,42817,5885,0,0,3
1040,Ofel,IV-B,Palawan,2012,1,4,85,991,2,1037052,61,179000,26,72,101,86,67,795,42482,58173,120583,4471,0,0,3
1039,Ofel,IV-B,Romblon,2012,1,4,85,991,2,287438,187,179000,41,73,101,86,67,795,8701,26240,20987,3281,0,0,3
84,Caloy,VIII,Biliran,2006,4,7,160,981,2,148597,277,125731,30,83,106,74,79,813,7115,13081,9744,1104,0,0,3
81,Caloy,VIII,Eastern Samar,2006,4,7,160,981,3,400794,87,125731,51,85,108,74,79,813,18372,26927,34380,2080,0,0,3
83,Caloy,VIII,Leyte,2006,4,7,160,981,1,1704748,261,125731,38,76,106,74,79,813,90901,143369,108044,12439,0,0,3
80,Caloy,VIII,Northern Samar,2006,4,7,160,981,3,542457,147,125731,53,91,106,74,79,813,11649,24424,57655,8987,0,0,3
82,Caloy,VIII,Samar,2006,4,7,160,981,2,687161,114,125731,40,86,108,74,79,813,25956,34661,65829,5848,0,0,3
79,Caloy,VIII,Southern Leyte,2006,4,7,160,981,1,386308,214,125731,34,75,106,74,79,813,24646,38551,15006,1902,0,0,3
125,Henry,III,Aurora,2006,2,6,95,995.7,1,185734,59,197640,31,77,107,90,201,1866,11034,19976,7627,612,0,0,3
129,Henry,III,Bataan,2006,2,6,95,995.7,0,646104,471,197640,1,59,102,90,201,1866,11895,107030,9107,3862,0,0,3
128,Henry,III,Bulacan,2006,2,6,95,995.7,0,2729554,981,197640,7,61,101,90,201,1866,55401,480989,12471,9622,0,0,3
127,Henry,III,Nueva Ecija,2006,2,6,95,995.7,1,1816373,319,197640,27,63,103,90,201,1866,60427,280239,37493,9905,0,0,3
124,Henry,III,Pampanga,2006,2,6,95,995.7,1,2176175,1054,197640,3,61,103,90,201,1866,35472,368864,12695,10905,0,0,3
123,Henry,III,Tarlac,2006,2,6,95,995.7,1,1216849,399,197640,18,65,104,90,201,1866,30611,190834,20346,4869,0,0,3
126,Henry,III,Zambales,2006,2,6,95,995.7,1,706341,185,197640,24,64,104,90,201,1866,16458,120534,13883,2102,0,0,3
547,Jolina,VI,Antique,2009,2,4,75,991.5,1,535577,196,159000,44,73,105,83,86,1732,30111,45141,33311,3171,0,0,3
549,Jolina,VI,Guimaras,2009,2,4,75,991.5,0,158944,260,159000,21,61,106,83,86,1732,11541,15159,7166,315,0,0,3
546,Jolina,VI,Iloilo,2009,2,4,75,991.5,1,2189591,431,159000,27,61,103,83,86,1732,169734,210941,65147,4141,0,0,3
548,Jolina,VI,Negros Occidental,2009,2,4,75,991.5,1,2895105,362,159000,30,64,105,83,86,1732,190616,282616,122567,8905,0,0,3
997,Gener,CAR,Abra,2012,4,5,130,972,3,237283,56,257000,23,62,101,91,55,704,13530,30596,1737,175,0,0,3
998,Gener,CAR,Apayao,2012,4,5,130,972,3,115211,26,257000,23,61,101,91,55,704,8647,10138,2539,219,0,0,3
999,Gener,CAR,Benguet,2012,4,5,130,972,3,749456,265,257000,23,50,98,91,55,704,13410,176971,1494,1204,0,0,3
1000,Gener,CAR,Ifugao,2012,4,5,130,972,3,195684,75,257000,23,63,101,91,55,704,16227,16429,4191,156,0,0,3
1001,Gener,CAR,Kalinga,2012,4,5,130,972,3,205969,63,257000,23,64,101,91,55,704,13449,18464,3606,272,0,0,3
1002,Gener,CAR,Mt. Province,2012,4,5,130,972,3,154348,65,257000,23,64,101,91,55,704,7374,22551,1114,101,0,0,3
1256,Vinta,CAR,Abra,2013,4,3,130,972,1,238568,57,237662,24,62,99,91,55,706,13528,30896,1728,168,0,0,3
1257,Vinta,CAR,Apayao,2013,4,3,130,972,1,116520,26,237662,24,60,98,91,55,706,8700,10290,2546,213,0,0,3
40,Quedan,VI,Aklan,2005,1,3,55,1002.8,1,482189,274,123270,41,72,103,82,89,1594,4898,34919,45086,12109,0,0,3
42,Quedan,VI,Capiz,2005,1,3,55,1002.8,1,687749,265,123270,30,76,104,82,89,1594,50437,48936,35478,2679,0,0,3
41,Quedan,VI,Iloilo,2005,1,3,55,1002.8,1,2055983,405,123270,20,63,103,82,89,1594,160840,172519,66054,5147,0,0,3
43,Quedan,VI,Negros Occidental,2005,1,3,55,1002.8,1,2779395,347,123270,28,66,105,82,89,1594,184130,228310,124941,10134,0,0,3
187,Reming,IV-A,Batangas,2006,4,6,195,964,3,2193729,704,209749,14,63,101,92,259,2112,60022,358539,16403,5344,0,0,3
189,Reming,IV-A,Cavite,2006,4,6,195,964,3,2726986,1787,209749,2,58,97,92,259,2112,68892,486804,16204,6325,0,0,3
185,Reming,IV-A,Laguna,2006,4,6,195,964,3,2393677,1241,209749,6,57,98,92,259,2112,77213,420719,8344,6156,0,0,3
186,Reming,IV-A,Quezon,2006,4,6,195,964,4,1852326,210,209749,34,73,105,92,259,2112,150238,269667,90783,66429,0,0,3
188,Reming,IV-A,Rizal,2006,4,6,195,964,2,2203052,1863,209749,3,60,100,92,259,2112,80425,355231,12039,5408,0,0,3
417,Helen,II,Cagayan,2008,4,5,120,997,2,1089697,116,167237,28,61,104,86,87,1001,51484,145877,28078,3922,0,0,3
1496,Seniang,VII,Bohol,2014,2,4,65,997,2,1301660,273,199404,39,67,98,87,53,1779,74268,133441,39054,3191,0,0,3
1497,Seniang,VII,Cebu,2014,2,4,65,997,2,4535374,849,199404,24,62,98,87,53,1779,297909,472786,75293,8925,0,0,3
1499,Seniang,VII,Negros Oriental,2014,2,4,65,997,2,1341045,247,199404,43,62,98,87,53,1779,74502,88507,95673,10036,0,0,3
1498,Seniang,VII,Siquijor,2014,2,4,65,997,2,94980,281,199404,32,59,98,87,53,1779,7327,9940,2807,297,0,0,3
893,Quiel,I,Ilocos Sur,2011,4,5,160,974.4,1,664689,256,197814,18,57,100,92,119,1018,20808,105986,5175,855,0,0,3
894,Quiel,I,La Union,2011,4,5,160,974.4,1,750647,501,197814,22,61,106,92,119,1018,33329,113568,3502,644,0,0,3
895,Quiel,I,Pangasinan,2011,4,5,160,974.4,1,2814367,516,197814,21,63,106,92,119,1018,108093,385045,50241,10244,0,0,3
974,Gener,IV-B,Occidental Mindoro,2012,4,5,130,972,3,466446,80,179000,38,71,101,86,67,795,12839,44054,32383,3549,0,0,3
975,Gener,IV-B,Oriental Mindoro,2012,4,5,130,972,3,808483,191,179000,29,67,101,86,67,795,24578,86762,42817,5885,0,0,3
977,Gener,IV-B,Palawan,2012,4,5,130,972,3,1037052,61,179000,26,72,101,86,67,795,42482,58173,120583,4471,0,0,3
976,Gener,IV-B,Romblon,2012,4,5,130,972,3,287438,187,179000,41,73,101,86,67,795,8701,26240,20987,3281,0,0,3
144,Milenyo,IV-B,Marinduque,2006,4,5,130,963.9,3,227846,239,108946,41,83,102,83,64,686,11861,27781,8184,777,0,0,3
146,Milenyo,IV-B,Occidental Mindoro,2006,4,5,130,963.9,2,415726,71,108946,43,76,109,83,64,686,12408,40170,32056,3595,0,0,3
145,Milenyo,IV-B,Oriental Mindoro,2006,4,5,130,963.9,3,727808,172,108946,44,85,105,83,64,686,23307,77776,42983,6350,0,0,3
1008,Helen,II,Cagayan,2012,2,4,85,991,2,1154019,123,195000,20,57,101,95,92,1131,51232,145115,28657,3996,0,0,3
1009,Helen,II,Isabela,2012,2,4,85,991,2,1530374,117,195000,24,56,101,95,92,1131,59637,219109,29925,2443,0,0,3
1426,Mario,IV-B,Occidental Mindoro,2014,4,5,105,982,2,480322,82,164121,37,70,96,86,21,882,12878,45085,32504,3567,0,0,3
1427,Mario,IV-B,Romblon,2014,4,5,105,982,2,290989,190,164121,41,72,99,86,21,882,9032,26950,20707,3255,0,0,3
497,Emong,CAR,Abra,2009,4,4,150,995.1,3,233466,56,219000,25,64,104,90,51,612,13528,31480,1749,152,0,0,3
495,Emong,CAR,Apayao,2009,4,4,150,995.1,3,109551,24,219000,25,65,107,90,51,612,8808,10608,2622,198,0,0,3
494,Emong,CAR,Benguet,2009,4,4,150,995.1,3,706196,250,219000,25,51,99,90,51,612,11748,168316,1376,688,0,0,3
492,Emong,CAR,Ifugao,2009,4,4,150,995.1,3,187594,72,219000,25,65,107,90,51,612,16322,17559,4125,133,0,0,3
493,Emong,CAR,Kalinga,2009,4,4,150,995.1,3,194967,59,219000,25,68,106,90,51,612,13133,19891,3671,239,0,0,3
496,Emong,CAR,Mt. Province,2009,4,4,150,995.1,3,152323,64,219000,25,69,106,90,51,612,7380,23491,1102,63,0,0,3
867,Pedring,IV-A,Batangas,2011,4,5,140,976.2,3,2437650,783,271818,18,57,101,94,240,2153,58261,384080,16896,4729,0,0,3
868,Pedring,IV-A,Cavite,2011,4,5,140,976.2,3,3200176,2097,271818,3,52,98,94,240,2153,68301,530999,15902,5052,0,0,3
869,Pedring,IV-A,Laguna,2011,4,5,140,976.2,3,2739196,1421,271818,7,52,98,94,240,2153,75257,458145,8322,4473,0,0,3
870,Pedring,IV-A,Quezon,2011,4,5,140,976.2,3,2013477,228,271818,28,65,102,94,240,2153,131288,268957,87894,44360,0,0,3
871,Pedring,IV-A,Rizal,2011,4,5,140,976.2,3,2560028,2165,271818,7,54,100,94,240,2153,78120,389440,13841,4692,0,0,3
1535,Egay,I,Ilocos Norte,2015,3,6,95,987,2,593081,173,198464,11,55,99,93,86,2242,11518,100820,5383,1297,0,0,3
1536,Egay,I,Ilocos Sur,2015,3,6,95,987,2,689668,266,198464,18,56,98,93,86,2242,20615,109317,5196,781,0,0,3
1538,Egay,I,La Union,2015,3,6,95,987,1,786653,525,198464,21,54,98,93,86,2242,32888,117529,3499,534,0,0,3
1537,Egay,I,Pangasinan,2015,3,6,95,987,0,2956726,542,198464,21,61,98,93,86,2242,108480,402146,49306,9171,0,0,3
313,Lando,X,Bukidnon,2007,4,10,130,998.3,1,1190284,113,149127,44,74,109,85,108,948,136255,79447,19675,731,0,0,3
311,Lando,X,Lanao del Norte,2007,4,10,130,998.3,1,846329,203,149127,42,76,102,85,108,948,66584,62527,32312,2748,0,0,3
314,Lando,X,Misamis Oriental,2007,4,10,130,998.3,1,1302851,367,149127,31,71,105,85,108,948,102930,122992,35204,3358,0,0,3
541,Jolina,II,Cagayan,2009,2,4,75,991.5,2,1107096,118,181000,28,60,103,88,89,1052,51823,153032,27867,3953,0,0,3
1559,Ineng,II,Batanes,2015,4,6,180,964,3,17246,85,190709,27,60,95,96,59,1132,185,3485,186,280,0,0,3
1558,Ineng,II,Cagayan,2015,4,6,180,964,3,1199320,128,190709,22,56,97,96,59,1132,51508,149516,28357,3991,0,0,3
1561,Ineng,II,Isabela,2015,4,6,180,964,1,1593566,122,190709,26,55,96,96,59,1132,59396,224987,29766,2498,0,0,3
1560,Ineng,II,Nueva Vizcaya,2015,4,6,180,964,1,452287,94,190709,18,58,95,96,59,1132,26484,56432,7942,441,0,0,3
1730,Marce,VI,Aklan,2016,2,6,85,999.5,0,574823,327,188400,30,59,96,85,62,1859,6646,44376,46131,11783,0,0,3
1731,Marce,VI,Antique,2016,2,6,85,999.5,0,589488,216,188872,35,72,102,85,80,1901,29370,43984,33834,3163,0,0,3
1732,Marce,VI,Capiz,2016,2,6,85,999.5,0,770009,297,188872,28,66,102,85,80,1901,54268,61106,33013,2113,0,0,3
1733,Marce,VI,Iloilo,2016,2,6,85,999.5,0,2416516,476,188872,26,61,102,85,80,1901,168694,205579,65070,4225,0,0,3
1734,Marce,VI,Negros Occidental,2016,2,6,85,999.5,1,3090323,386,188872,32,64,103,85,80,1901,189863,275126,122842,8978,0,0,3
1739,Nina,IV-A,Batangas,2016,4,5,185,986.6,1,2762623,887,273489,18,59,100,95,231,2150,57162,399978,17221,4348,0,0,3
1740,Nina,IV-A,Cavite,2016,4,5,185,986.6,1,3808602,2495,273489,3,54,98,95,231,2150,67899,558310,15715,4288,0,0,3
1741,Nina,IV-A,Laguna,2016,4,5,185,986.6,1,3113917,1615,273489,7,53,99,95,231,2150,74018,481651,8310,3513,0,0,3
1742,Nina,IV-A,Quezon,2016,4,5,185,986.6,1,2151084,244,273489,28,68,102,95,231,2150,119674,267613,86083,32713,0,0,3
1743,Nina,IV-A,Rizal,2016,4,5,185,986.6,1,2971499,2513,273489,7,56,100,95,231,2150,76666,410759,15038,4252,0,0,3
1181,Labuyo,CAR,Abra,2013,4,3,175,914,2,238568,57,237662,24,62,99,91,55,706,13528,30896,1728,168,0,0,3
1182,Labuyo,CAR,Apayao,2013,4,3,175,914,2,116520,26,237662,24,60,98,91,55,706,8700,10290,2546,213,0,0,3
1183,Labuyo,CAR,Benguet,2013,4,3,175,914,2,763245,270,237662,24,51,96,91,55,706,13100,176348,1457,1106,0,0,3
1184,Labuyo,CAR,Ifugao,2013,4,3,175,914,2,198028,76,237662,24,62,99,91,55,706,16292,16762,4147,149,0,0,3
1185,Labuyo,CAR,Kalinga,2013,4,3,175,914,2,208182,63,237662,24,64,98,91,55,706,13399,18866,3604,262,0,0,3
1186,Labuyo,CAR,Mt. Province,2013,4,3,175,914,2,154429,65,237662,24,64,99,91,55,706,7390,22819,1104,89,0,0,3
1507,Seniang,X,Bukidnon,2014,2,4,65,997,2,1391218,133,180380,48,67,95,92,65,1085,138350,89373,24085,660,0,0,3
1508,Seniang,X,Camiguin,2014,2,4,65,997,2,87523,363,180380,42,67,98,92,65,1085,6186,9043,2120,153,0,0,3
1509,Seniang,X,Lanao del Norte,2014,2,4,65,997,2,1000712,240,180380,48,73,100,92,65,1085,67826,67589,34859,2574,0,0,3
1510,Seniang,X,Misamis Oriental,2014,2,4,65,997,2,1533559,433,180380,25,63,96,92,65,1085,105878,137650,37896,2942,0,0,3
1298,Yolanda (Haiyan),XIII,Agusan del Norte,2013,4,3,235,910,4,671378,196,164175,40,67,99,92,18,733,39101,39432,42601,3337,0,0,3
1299,Yolanda (Haiyan),XIII,Agusan del Sur,2013,4,3,235,910,4,682612,68,164175,54,71,98,92,18,733,41325,22848,57998,1700,0,0,3
1300,Yolanda (Haiyan),XIII,Dinagat Islands,2013,4,3,235,910,4,127012,155,164175,50,66,99,92,18,733,8178,7568,8017,581,0,0,3
1301,Yolanda (Haiyan),XIII,Surigao del Norte,2013,4,3,235,910,4,467619,239,164175,50,63,99,92,18,733,15604,36070,31453,4231,0,0,3
1302,Yolanda (Haiyan),XIII,surigao del Sur,2013,4,3,235,910,4,579637,118,164175,44,67,99,92,18,733,25647,23109,56825,3715,0,0,3
349,Cosme,III,Bataan,2008,2,7,105,993.7,2,670491,488,212922,2,58,102,92,197,1795,11674,115739,8978,3154,0,0,3
352,Cosme,III,Bulacan,2008,2,7,105,993.7,2,2855885,1026,212922,7,59,101,92,197,1795,53710,524935,12970,7399,0,0,3
350,Cosme,III,Pampanga,2008,2,7,105,993.7,2,2265753,1097,212922,5,60,103,92,197,1795,33251,400275,12751,8054,0,0,3
351,Cosme,III,Tarlac,2008,2,7,105,993.7,3,1253301,411,212922,18,63,104,92,197,1795,30124,208200,18675,3786,0,0,3
348,Cosme,III,Zambales,2008,2,7,105,993.7,3,731924,192,212922,19,63,104,92,197,1795,16614,129123,13729,2086,0,0,3
1514,Seniang,XIII,Agusan del Norte,2014,2,4,65,997,2,681397,199,167968,39,67,96,91,17,750,39362,39972,42626,3312,0,0,3
1515,Seniang,XIII,Agusan del Sur,2014,2,4,65,997,2,691574,69,167968,52,71,95,91,17,750,41649,23264,58319,1691,0,0,3
1516,Seniang,XIII,Dinagat Islands,2014,2,4,65,997,2,127082,155,167968,47,66,98,91,17,750,8130,7752,8024,576,0,0,3
1517,Seniang,XIII,Surigao del Norte,2014,2,4,65,997,2,476273,244,167968,47,63,97,91,17,750,15713,36593,31421,4268,0,0,3
1518,Seniang,XIII,Surigao del Sur,2014,2,4,65,997,2,585909,119,167968,42,66,96,91,17,750,25780,23415,56900,3726,0,0,3
610,Ondoy,IV-B,Marinduque,2009,2,4,110,989.5,1,228429,240,141000,34,76,103,84,65,725,11733,30754,7666,677,0,0,3
609,Ondoy,IV-B,Occidental Mindoro,2009,2,4,110,989.5,1,442386,76,141000,36,73,108,84,65,725,12945,46157,32621,3574,0,0,3
611,Ondoy,IV-B,Oriental Mindoro,2009,2,4,110,989.5,1,768627,181,141000,36,73,104,84,65,725,25284,91792,42976,5644,0,0,3
612,Ondoy,IV-B,Palawan,2009,2,4,110,989.5,1,959221,56,141000,31,79,108,84,65,725,40558,59570,116393,4742,0,0,3
613,Ondoy,IV-B,Romblon,2009,2,4,110,989.5,1,282538,184,141000,42,79,103,84,65,725,9351,27675,20406,3220,0,0,3
401,Frank,XI,Davao del Norte,2008,4,6,160,988,1,879023,257,154796,32,60,106,82,107,703,73170,85251,26301,2122,0,0,3
402,Frank,XI,Davao Oriental,2008,4,6,160,988,1,496390,87,154796,53,73,108,82,107,703,28928,23319,47522,2453,0,0,3
412,Frank,XIII,Surigao del Norte,2008,4,6,160,988,1,420223,215,137910,56,72,103,86,57,432,15418,35222,31365,4145,0,0,3
74,Caloy,VI,Aklan,2006,4,7,160,981,1,488613,278,129905,42,71,104,82,86,1604,5153,37432,45153,11870,0,0,3
75,Caloy,VI,Antique,2006,4,7,160,981,1,508976,186,129905,52,84,105,82,86,1604,25900,38644,36036,3094,0,0,3
73,Caloy,VI,Capiz,2006,4,7,160,981,1,694672,268,129905,30,77,104,82,86,1604,52320,51591,34191,2374,0,0,3
76,Caloy,VI,Guimaras,2006,4,7,160,981,1,149799,245,129905,25,64,107,82,86,1604,10665,12767,7296,398,0,0,3
78,Caloy,VI,Iloilo,2006,4,7,160,981,1,2083107,410,129905,22,61,104,82,86,1604,164316,180774,64552,4532,0,0,3
77,Caloy,VI,Negros Occidental,2006,4,7,160,981,1,2824219,353,129905,28,65,106,82,86,1604,186709,240559,123986,9181,0,0,3
54,Caloy,I,Ilocos Norte,2006,4,7,160,981,1,542437,159,142358,18,60,102,90,123,978,12295,93790,5508,1373,0,0,3
53,Caloy,I,Ilocos Sur,2006,4,7,160,981,1,627424,242,142358,21,63,102,90,123,978,21094,101012,5132,962,0,0,3
55,Caloy,I,La Union,2006,4,7,160,981,1,711611,475,142358,26,62,102,90,123,978,33977,107636,3501,811,0,0,3
56,Caloy,I,Pangasinan,2006,4,7,160,981,1,2614120,480,142358,29,68,103,90,123,978,107522,359753,51613,11848,0,0,3
591,Ondoy,I,Ilocos Norte,2009,2,4,110,989.5,1,561020,164,186000,15,58,101,92,121,642,11365,102144,5349,1280,0,0,3
592,Ondoy,I,Ilocos Sur,2009,2,4,110,989.5,1,649992,250,186000,18,59,101,92,121,642,20520,110882,5185,743,0,0,3
590,Ondoy,I,La Union,2009,2,4,110,989.5,2,734861,490,186000,29,62,106,92,121,642,32679,119392,3489,467,0,0,3
